Type noeud	Nom noeud	Type pere	Nom pere
_	29741 - Prêts (non budgétaires)	_	2974 - Prêts
_	29742 - Prêts (budgétaires)	_	2974 - Prêts
_	2975 - Dépôts et cautionnements versés	_	297 - Provisions pour dépréciation des autres immobilisations financières
_	29751 - Dépôts et cautionnements versés (non budgétaires)	_	2975 - Dépôts et cautionnements versés
_	29752 - Dépôts et cautionnements versés (budgétaires)	_	2975 - Dépôts et cautionnements versés
_	2976 - Autres créances immobilisées	_	297 - Provisions pour dépréciation des autres immobilisations financières
_	29761 - Créances pour avances en garantie d'emprunt	_	2976 - Autres créances immobilisées
_	297611 - Créances pour avances en garantie d'emprunt (non budgétaires)	_	29761 - Créances pour avances en garantie d'emprunt
_	297612 - Créances pour avances en garantie d'emprunt (budgétaires)	_	29761 - Créances pour avances en garantie d'emprunt
_	29768 - Autres créances immobilisées	_	2976 - Autres créances immobilisées
_	297681 - Autres créances immobilisées (non budgétaires)	_	29768 - Autres créances immobilisées
_	297682 - Autres créances immobilisées (budgétaires)	_	29768 - Autres créances immobilisées
_	3 - COMPTES DE STOCKS ET EN-COURS	_	M14_2014
_	31 - MATIÈRES PREMIÈRES (ET FOURNITURES)	_	3 - COMPTES DE STOCKS ET EN-COURS
_	311 - Matières premières et fournitures autres que terrains	_	31 - MATIÈRES PREMIÈRES (ET FOURNITURES)
_	315 - Terrains à aménager	_	31 - MATIÈRES PREMIÈRES (ET FOURNITURES)
_	32 - AUTRES APPROVISIONNEMENTS	_	3 - COMPTES DE STOCKS ET EN-COURS
_	321 - Matières consommables	_	32 - AUTRES APPROVISIONNEMENTS
_	322 - Fournitures consommables autres qu'alimentation	_	32 - AUTRES APPROVISIONNEMENTS
_	3221 - Combustibles et carburants	_	322 - Fournitures consommables autres qu'alimentation
_	3222 - Produits d'entretien	_	322 - Fournitures consommables autres qu'alimentation
_	3223 - Fournitures des ateliers municipaux	_	322 - Fournitures consommables autres qu'alimentation
_	3224 - Fournitures administratives	_	322 - Fournitures consommables autres qu'alimentation
_	3225 - Livres, disques, cassettes (bibliothèques, médiathèques)	_	322 - Fournitures consommables autres qu'alimentation
_	3226 - Vêtements de travail	_	322 - Fournitures consommables autres qu'alimentation
_	3227 - Fournitures scolaires	_	322 - Fournitures consommables autres qu'alimentation
_	3228 - Autres fournitures consommables	_	322 - Fournitures consommables autres qu'alimentation
_	323 - Alimentation	_	32 - AUTRES APPROVISIONNEMENTS
_	33 - EN-COURS DE PRODUCTION DE BIENS	_	3 - COMPTES DE STOCKS ET EN-COURS
_	331 - Produits en cours	_	33 - EN-COURS DE PRODUCTION DE BIENS
_	335 - Travaux en cours	_	33 - EN-COURS DE PRODUCTION DE BIENS
_	3351 - Terrains	_	335 - Travaux en cours
_	3354 - Études et prestations de services	_	335 - Travaux en cours
_	3355 - Travaux	_	335 - Travaux en cours
_	3358 - Frais annexes	_	335 - Travaux en cours
_	33581 - Frais accessoires	_	3358 - Frais annexes
_	33586 - Frais financiers	_	3358 - Frais annexes
_	34 - EN-COURS DE PRODUCTION DE SERVICES	_	3 - COMPTES DE STOCKS ET EN-COURS
_	35 - STOCKS DE PRODUITS	_	3 - COMPTES DE STOCKS ET EN-COURS
_	351 - Produits intermédiaires	_	35 - STOCKS DE PRODUITS
_	355 - Produits finis	_	35 - STOCKS DE PRODUITS
_	3551 - Produits finis (autres que terrains aménagés)	_	355 - Produits finis
_	3555 - Terrains aménagés	_	355 - Produits finis
_	358 - Produits résiduels	_	35 - STOCKS DE PRODUITS
_	37 - STOCKS DE MARCHANDISES ET DE TERRAINS NUS	_	3 - COMPTES DE STOCKS ET EN-COURS
_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS	_	3 - COMPTES DE STOCKS ET EN-COURS
_	391 - Provisions pour dépréciation des matières premières (et fournitures)	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	3911 - Provisions pour dépréciation des matières premières (et fournitures) (non budgétaires)	_	391 - Provisions pour dépréciation des matières premières (et fournitures)
_	3912 - Provisions pour dépréciation des matières premières (et fournitures) (budgétaires)	_	391 - Provisions pour dépréciation des matières premières (et fournitures)
_	392 - Provisions pour dépréciation des autres approvisionnements (non budgétaires)	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	393 - Provisions pour dépréciation des en-cours de production de biens	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	3931 - Provisions pour dépréciation des en-cours de production de biens (non budgétaires)	_	393 - Provisions pour dépréciation des en-cours de production de biens
_	3932 - Provisions pour dépréciation des en-cours de production de biens (budgétaires)	_	393 - Provisions pour dépréciation des en-cours de production de biens
_	394 - Provisions pour dépréciation des en-cours de production de services	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	3941 - Provisions pour dépréciation des en-cours de production de services (non budgétaires)	_	394 - Provisions pour dépréciation des en-cours de production de services
_	3942 - Provisions pour dépréciation des en-cours de production de services (budgétaires)	_	394 - Provisions pour dépréciation des en-cours de production de services
_	395 - Provisions pour dépréciation des stocks de produits	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	3951 - Provisions pour dépréciation des produits finis (autres que terrains aménagés)	_	395 - Provisions pour dépréciation des stocks de produits
_	39511 - Provisions pour dépréciation des produits finis autres que terrains aménagés (non budgétaires)	_	3951 - Provisions pour dépréciation des produits finis (autres que terrains aménagés)
_	39512 - Provisions pour dépréciation des produits finis autres que terrains aménagés (budgétaires)	_	3951 - Provisions pour dépréciation des produits finis (autres que terrains aménagés)
_	3955 - Provisions pour dépréciation des terrains aménagés	_	395 - Provisions pour dépréciation des stocks de produits
_	39551 - Provisions pour dépréciation des terrains aménagés (non budgétaires)	_	3955 - Provisions pour dépréciation des terrains aménagés
_	39552 - Provisions pour dépréciation des terrains aménagés (budgétaires)	_	3955 - Provisions pour dépréciation des terrains aménagés
_	397 - Provisions pour dépréciation des stocks de marchandises (non budgétaires)	_	39 - PROVISIONS POUR DÉPRÉCIATION DES STOCKS ET EN-COURS
_	4 - COMPTES DE TIERS	_	M14_2014
_	40 - FOURNISSEURS ET COMPTES RATTACHÉS	_	4 - COMPTES DE TIERS
_	401 - Fournisseurs 	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	4011 - Fournisseurs 	_	401 - Fournisseurs 
_	4017 - Fournisseurs - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés	_	401 - Fournisseurs 
_	40171 - Fournisseurs - Retenues de garantie	_	4017 - Fournisseurs - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	40172 - Fournisseurs - Cessions, oppositions	_	4017 - Fournisseurs - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	40173 - Fournisseurs - Pénalités de retard d'exécution des marchés	_	4017 - Fournisseurs - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	403 - Fournisseurs - Lettre-change relevé (L.C.R.)	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	404 - Fournisseurs d'immobilisations	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	4041 - Fournisseurs d'immobilisations 	_	404 - Fournisseurs d'immobilisations
_	4047 - Fournisseurs d'immobilisations - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés	_	404 - Fournisseurs d'immobilisations
_	40471 - Fournisseurs d'immobilisations - Retenues de garantie	_	4047 - Fournisseurs d'immobilisations - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	40472 - Fournisseurs d'immobilisations - Cessions, oppositions	_	4047 - Fournisseurs d'immobilisations - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	40473 - Fournisseurs d'immobilisations - Pénalités de retard d'exécution des marchés	_	4047 - Fournisseurs d'immobilisations - Retenues de garantie, oppositions et pénalités de retard d'exécution des marchés
_	405 - Fournisseurs d'immobilisations - Lettre-change relevé (L.C.R.)	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	407 - Différences de conversion - Fournisseurs	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	4071 - Différences de conversion - Fournisseurs	_	407 - Différences de conversion - Fournisseurs
_	4074 - Différences de conversion - Fournisseurs d'immobilisations	_	407 - Différences de conversion - Fournisseurs
_	408 - Fournisseurs - Factures non parvenues	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	409 - Fournisseurs débiteurs	_	40 - FOURNISSEURS ET COMPTES RATTACHÉS
_	4091 - Avances versées sur commande	_	409 - Fournisseurs débiteurs
_	4093 - Mandat - Avance de fonds ou remboursement de débours	_	409 - Fournisseurs débiteurs
_	4097 - Fournisseurs - Autres avoirs	_	409 - Fournisseurs débiteurs
_	40971 - Fournisseurs - Autres avoirs - Amiable	_	4097 - Fournisseurs - Autres avoirs
_	40976 - Fournisseurs - Autres avoirs - Contentieux	_	4097 - Fournisseurs - Autres avoirs
_	4098 - Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus	_	409 - Fournisseurs débiteurs
_	41 - REDEVABLES ET COMPTES RATTACHÉS	_	4 - COMPTES DE TIERS
_	411 - Redevables	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4111 - Redevables - Amiable	_	411 - Redevables
_	4116 - Redevables - Contentieux	_	411 - Redevables
_	412 - Acquéreurs de terrains aménagés stockés	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4121 - Acquéreurs de terrains aménagés stockés - Amiable	_	412 - Acquéreurs de terrains aménagés stockés
_	4126 - Acquéreurs de terrains aménagés stockés - Contentieux	_	412 - Acquéreurs de terrains aménagés stockés
_	414 - Locataires-acquéreurs et locataires	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4141 - Locataires - acquéreurs et locataires - Amiable	_	414 - Locataires-acquéreurs et locataires
_	4146 - Locataires - acquéreurs et locataires - Contentieux	_	414 - Locataires-acquéreurs et locataires
_	415 - Traites de coupe de bois (régime forestier)	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4151 - Traites de coupe de bois (régime forestier) - Amiable	_	415 - Traites de coupe de bois (régime forestier)
_	4156 - Traites de coupe de bois (régime forestier) - Contentieux	_	415 - Traites de coupe de bois (régime forestier)
_	416 - Clients douteux	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4161 - Créances douteuses	_	416 - Clients douteux
_	4162 - Créances irrécouvrables admises par le juge des comptes	_	416 - Clients douteux
_	417 - Différences de conversion - Redevables	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	418 - Redevables et acquéreurs de terrains aménagés stockés - Produits non encore facturés	_	41 - REDEVABLES ET COMPTES RATTACHÉS
_	4181 - Redevables - Produits non encore facturés	_	418 - Redevables et acquéreurs de terrains aménagés stockés - Produits non encore facturés
_	4182 - Acquéreurs de terrains aménagés stockés - Produits non encore facturés	_	418 - Redevables et acquéreurs de terrains aménagés stockés - Produits non encore facturés
_	42 - PERSONNEL ET COMPTES RATTACHÉS	_	4 - COMPTES DE TIERS
_	421 - Personnel - Rémunérations dues	_	42 - PERSONNEL ET COMPTES RATTACHÉS
_	425 - Personnel - Avances et acomptes	_	42 - PERSONNEL ET COMPTES RATTACHÉS
_	427 - Personnel - Oppositions	_	42 - PERSONNEL ET COMPTES RATTACHÉS
_	428 - Personnel - Charges à payer et produits à recevoir	_	42 - PERSONNEL ET COMPTES RATTACHÉS
_	4282 - Dettes provisionnées pour congés à payer	_	428 - Personnel - Charges à payer et produits à recevoir
_	4286 - Autres charges à payer	_	428 - Personnel - Charges à payer et produits à recevoir
_	4287 - Produits à recevoir	_	428 - Personnel - Charges à payer et produits à recevoir
_	429 - Déficits et débets des comptables et régisseurs	_	42 - PERSONNEL ET COMPTES RATTACHÉS
_	43 - SÉCURITÉ SOCIALE ET AUTRES ORGANISMES SOCIAUX	_	4 - COMPTES DE TIERS
_	431 - Sécurité sociale	_	43 - SÉCURITÉ SOCIALE ET AUTRES ORGANISMES SOCIAUX
_	437 - Autres organismes sociaux	_	43 - SÉCURITÉ SOCIALE ET AUTRES ORGANISMES SOCIAUX
_	438 - Organismes sociaux - Charges à payer et produits à recevoir	_	43 - SÉCURITÉ SOCIALE ET AUTRES ORGANISMES SOCIAUX
_	4386 - Autres charges à payer	_	438 - Organismes sociaux - Charges à payer et produits à recevoir
_	4387 - Produits à recevoir 	_	438 - Organismes sociaux - Charges à payer et produits à recevoir
_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES	_	4 - COMPTES DE TIERS
_	441 - État et autres collectivités publiques - Subventions à recevoir	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	4411 - État et autres collectivités publiques - Subventions à recevoir - Amiable	_	441 - État et autres collectivités publiques - Subventions à recevoir
_	4416 - État et autres collectivités publiques - Subventions à recevoir - Contentieux	_	441 - État et autres collectivités publiques - Subventions à recevoir
_	442 - État - Impôts et taxes recouvrables sur des tiers	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	443 - Opérations particulières avec l'État et les collectivités publiques	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	4431 - État	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44311 - Dépenses	_	4431 - État
_	44312 - Recettes - Amiable	_	4431 - État
_	44316 - Recettes - Contentieux	_	4431 - État
_	4432 - Régions	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44321 - Dépenses	_	4432 - Régions
_	44322 - Recettes - Amiable	_	4432 - Régions
_	44326 - Recettes - Contentieux	_	4432 - Régions
_	4433 - Départements	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44331 - Dépenses	_	4433 - Départements
_	44332 - Recettes - Amiable	_	4433 - Départements
_	44336 - Recettes - Contentieux	_	4433 - Départements
_	4434 - Communes	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44341 - Dépenses	_	4434 - Communes
_	44342 - Recettes - Amiable	_	4434 - Communes
_	44346 - Recettes - Contentieux	_	4434 - Communes
_	4435 - Groupements de collectivités	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44351 - Dépenses	_	4435 - Groupements de collectivités
_	44352 - Recettes - Amiable	_	4435 - Groupements de collectivités
_	44356 - Recettes - Contentieux	_	4435 - Groupements de collectivités
_	4436 - Caisse des écoles	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44361 - Dépenses	_	4436 - Caisse des écoles
_	44362 - Recettes - Amiable	_	4436 - Caisse des écoles
_	44366 - Recettes - Contentieux	_	4436 - Caisse des écoles
_	4437 - C.C.A.S.	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44371 - Dépenses	_	4437 - C.C.A.S.
_	44372 - Recettes - Amiable	_	4437 - C.C.A.S.
_	44376 - Recettes - Contentieux	_	4437 - C.C.A.S.
_	4438 - Autres services et organismes publics	_	443 - Opérations particulières avec l'État et les collectivités publiques
_	44381 - Dépenses	_	4438 - Autres services et organismes publics
_	44382 - Recettes - Amiable	_	4438 - Autres services et organismes publics
_	44386 - Recettes - Contentieux	_	4438 - Autres services et organismes publics
_	445 - État - Taxes sur le chiffre d'affaires	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	4452 - TVA due intracommunautaire	_	445 - État - Taxes sur le chiffre d'affaires
_	4455 - Taxes sur le chiffre d'affaires à décaisser 	_	445 - État - Taxes sur le chiffre d'affaires
_	44551 - T.V.A. à décaisser	_	4455 - Taxes sur le chiffre d'affaires à décaisser 
_	44558 - Taxes assimilées à la T.V.A.	_	4455 - Taxes sur le chiffre d'affaires à décaisser 
_	4456 - Taxes sur le chiffre d'affaires déductibles	_	445 - État - Taxes sur le chiffre d'affaires
_	44562 - T.V.A. sur immobilisations	_	4456 - Taxes sur le chiffre d'affaires déductibles
_	44566 - T.V.A. sur autres biens et services	_	4456 - Taxes sur le chiffre d'affaires déductibles
_	44567 - Crédit de T.V.A. à reporter	_	4456 - Taxes sur le chiffre d'affaires déductibles
_	44568 - Taxes assimilées à la T.V.A.	_	4456 - Taxes sur le chiffre d'affaires déductibles
_	4457 - Taxes sur le chiffre d'affaires collectées	_	445 - État - Taxes sur le chiffre d'affaires
_	44571 - T.V.A. collectée	_	4457 - Taxes sur le chiffre d'affaires collectées
_	44578 - Taxes assimilées à la T.V.A.	_	4457 - Taxes sur le chiffre d'affaires collectées
_	4458 - Taxes sur le chiffre d'affaires à régulariser ou en attente	_	445 - État - Taxes sur le chiffre d'affaires
_	44581 - Acomptes - Régime simplifié d'imposition	_	4458 - Taxes sur le chiffre d'affaires à régulariser ou en attente
_	44583 - Remboursement de taxes sur le chiffre d'affaires demandé	_	4458 - Taxes sur le chiffre d'affaires à régulariser ou en attente
_	44585 - TVA à régulariser - Retenue de garantie	_	4458 - Taxes sur le chiffre d'affaires à régulariser ou en attente
_	44588 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente	_	4458 - Taxes sur le chiffre d'affaires à régulariser ou en attente
_	445884 - TVA déduite sur avances versées - Régime  des encaissements 	_	44588 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente
_	445885 - TVA décaissée sur avances reçues - Régime  des encaissements	_	44588 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente
_	445886 - TVA à déduire lors du paiement - Régime  des encaissements	_	44588 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente
_	445888 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente	_	44588 - Autres taxes sur le chiffre d'affaires à régulariser ou en attente
_	447 - Autres impôts, taxes et versements assimilés	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	448 - État - Charges à payer et produits à recevoir	_	44 - ETAT ET AUTRES COLLECTIVITÉS PUBLIQUES
_	4486 - Autres charges à payer	_	448 - État - Charges à payer et produits à recevoir
_	4487 - Produits à recevoir	_	448 - État - Charges à payer et produits à recevoir
_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE	_	4 - COMPTES DE TIERS
_	451 - Compte de rattachement avec...(à subdiviser par budget annexe)	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	452 - C.C.A.S. rattaché	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	453 - Caisse des écoles rattachée	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	454 - Travaux effectués d'office pour le compte de tiers	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	4541 - Dépenses	_	454 - Travaux effectués d'office pour le compte de tiers
_	4542 - Recettes	_	454 - Travaux effectués d'office pour le compte de tiers
_	455 - Recettes sur rôles pour le compte de tiers	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	4551 - Redevables sur rôles pour le compte de tiers	_	455 - Recettes sur rôles pour le compte de tiers
_	4557 - Produits sur rôle pour le compte de tiers	_	455 - Recettes sur rôles pour le compte de tiers
_	4558 - TVA sur rôle pour le compte de tiers 	_	455 - Recettes sur rôles pour le compte de tiers
_	45581 - TVA sur rôle pour le compte de tiers - Prise en compte	_	4558 - TVA sur rôle pour le compte de tiers 
_	45582 - TVA sur rôle pour le compte de tiers - Encaissements	_	4558 - TVA sur rôle pour le compte de tiers 
_	4559 - Versements sur rôle pour le compte de tiers 	_	455 - Recettes sur rôles pour le compte de tiers
_	45591 - TVA sur rôle pour le compte de tiers - Produits	_	4559 - Versements sur rôle pour le compte de tiers 
_	45592 - TVA sur rôle pour le compte de tiers - TVA	_	4559 - Versements sur rôle pour le compte de tiers 
_	456 - Opérations d'investissement sur établissements d'enseignement (à subdiviser par mandat)	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	4561 - Remis à la région	_	456 - Opérations d'investissement sur établissements d'enseignement (à subdiviser par mandat)
_	45611 - Dépenses (à subdiviser par mandat)	_	4561 - Remis à la région
_	45612 - Recettes (à subdiviser par mandat)	_	4561 - Remis à la région
_	4562 - Remis au département	_	456 - Opérations d'investissement sur établissements d'enseignement (à subdiviser par mandat)
_	45621 - Dépenses (à subdiviser par mandat)	_	4562 - Remis au département
_	45622 - Recettes (à subdiviser par mandat)	_	4562 - Remis au département
_	458 - Opérations sous mandat (à subdiviser par mandat)	_	45 - COMPTABILITÉ DISTINCTE RATTACHÉE
_	4581 - Dépenses (à subdiviser par mandat)	_	458 - Opérations sous mandat (à subdiviser par mandat)
_	4582 - Recettes (à subdiviser par mandat)	_	458 - Opérations sous mandat (à subdiviser par mandat)
_	46 - DÉBITEURS ET CRÉDITEURS DIVERS	_	4 - COMPTES DE TIERS
_	461 - Dons et legs en instance	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	462 - Créances sur cessions d'immobilisations	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	4621 - Créances sur cessions d'immobilisations - Amiable	_	462 - Créances sur cessions d'immobilisations
_	4626 - Créances sur cessions d'immobilisations - Contentieux	_	462 - Créances sur cessions d'immobilisations
_	463 - Emprunts souscrits dans le public gérés par la collectivité	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	4631 - Souscriptions reçues	_	463 - Emprunts souscrits dans le public gérés par la collectivité
_	4632 - Intérêts à payer	_	463 - Emprunts souscrits dans le public gérés par la collectivité
_	4633 - Titres amortis (ou capital) à rembourser	_	463 - Emprunts souscrits dans le public gérés par la collectivité
_	464 - Encaissements pour le compte de tiers	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	4641 - Coupes affouagères distribuées en nature	_	464 - Encaissements pour le compte de tiers
_	4642 - Coupes affouagères à répartir	_	464 - Encaissements pour le compte de tiers
_	4643 - Vacations encaissées à reverser	_	464 - Encaissements pour le compte de tiers
_	4645 - Fonds des bénéficiaires d'une MASP	_	464 - Encaissements pour le compte de tiers
_	4648 - Autres encaissements pour le compte de tiers	_	464 - Encaissements pour le compte de tiers
_	465 - Avances en garantie d'emprunt	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	466 - Excédents de versement	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	467 - Autres comptes débiteurs ou créditeurs	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	4671 - Autres comptes créditeurs	_	467 - Autres comptes débiteurs ou créditeurs
_	46711 - Autres comptes créditeurs	_	4671 - Autres comptes créditeurs
_	46717 - Autres comptes créditeurs - cessions, oppositions 	_	4671 - Autres comptes créditeurs
_	4672 - Autres comptes débiteurs	_	467 - Autres comptes débiteurs ou créditeurs
_	46721 - Débiteurs divers - Amiable	_	4672 - Autres comptes débiteurs
_	46726 - Débiteurs divers - Contentieux	_	4672 - Autres comptes débiteurs
_	4673 - Opérations avec des gérants d'immeubles et des régisseurs intéressés	_	467 - Autres comptes débiteurs ou créditeurs
_	4675 - Mandataire - Opérations déléguées - Recettes	_	467 - Autres comptes débiteurs ou créditeurs
_	4677 - Différences de conversion - Débiteurs ou créditeurs divers	_	467 - Autres comptes débiteurs ou créditeurs
_	46771 - Différences de conversion - Créditeurs divers	_	4677 - Différences de conversion - Débiteurs ou créditeurs divers
_	46772 - Différences de conversion - Débiteurs divers	_	4677 - Différences de conversion - Débiteurs ou créditeurs divers
_	468 - Divers - Charges à payer et produits à recevoir	_	46 - DÉBITEURS ET CRÉDITEURS DIVERS
_	4686 - Charges à payer	_	468 - Divers - Charges à payer et produits à recevoir
_	4687 - Produits à recevoir	_	468 - Divers - Charges à payer et produits à recevoir
_	47 - COMPTES TRANSITOIRES OU D'ATTENTE	_	4 - COMPTES DE TIERS
_	471 - Recettes à classer ou à régulariser	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4711 - Versements des régisseurs	_	471 - Recettes à classer ou à régulariser
_	4712 - Virements réimputés	_	471 - Recettes à classer ou à régulariser
_	4713 - Recettes perçues avant émission des titres	_	471 - Recettes à classer ou à régulariser
_	47131 - Versements sur contributions directes	_	4713 - Recettes perçues avant émission des titres
_	47132 - Versements sur dotation globale de fonctionnement 	_	4713 - Recettes perçues avant émission des titres
_	47133 - Fonds d'emprunt	_	4713 - Recettes perçues avant émission des titres
_	47134 - Subventions	_	4713 - Recettes perçues avant émission des titres
_	47138 - Autres	_	4713 - Recettes perçues avant émission des titres
_	4714 - Recettes à réimputer	_	471 - Recettes à classer ou à régulariser
_	47141 - Recettes perçues en excédent à réimputer	_	4714 - Recettes à réimputer
_	471411 - Excédent à réimputer - Personnes physiques	_	47141 - Recettes perçues en excédent à réimputer
_	471412 - Excédent à réimputer - Personnes morales	_	47141 - Recettes perçues en excédent à réimputer
_	47142 - Frais de saisie perçus avant prise en charge	_	4714 - Recettes à réimputer
_	47143 - Flux d'encaissement à réimputer	_	4714 - Recettes à réimputer
_	4715 - Recettes à ventiler - Cartes multiservices	_	471 - Recettes à classer ou à régulariser
_	4717 - Recettes relevé banque de France 	_	471 - Recettes à classer ou à régulariser
_	47171 - Recettes relevé banque de France - Hors CloHélios	_	4717 - Recettes relevé banque de France 
_	47172 - Recettes relevé banque de France - CloHélios	_	4717 - Recettes relevé banque de France 
_	4718 - Autres recettes à régulariser	_	471 - Recettes à classer ou à régulariser
_	472 - Dépenses à classer ou à régulariser	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4721 - Dépenses réglées sans mandatement préalable,	_	472 - Dépenses à classer ou à régulariser
_	47211 - Remboursements d'annuités d'emprunts	_	4721 - Dépenses réglées sans mandatement préalable,
_	47218 - Autres dépenses	_	4721 - Dépenses réglées sans mandatement préalable,
_	4722 - Commissions bancaires en instance de mandatement (carte bancaire)	_	472 - Dépenses à classer ou à régulariser
_	4725 - Secours d'urgence	_	472 - Dépenses à classer ou à régulariser
_	4727 - Avances pour achat de valeurs mobilières	_	472 - Dépenses à classer ou à régulariser
_	4728 - Autres dépenses à régulariser	_	472 - Dépenses à classer ou à régulariser
_	475 - Recettes sur rôle	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4751 - Redevables sur rôle	_	475 - Recettes sur rôle
_	4757 - Produits sur rôle	_	475 - Recettes sur rôle
_	4758 - TVA sur rôle	_	475 - Recettes sur rôle
_	4759 - Versement du tiers en charge du rôle	_	475 - Recettes sur rôle
_	476 - Différences de conversion - Actif	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4761 - Diminution des créances	_	476 - Différences de conversion - Actif
_	47611 - Diminution des prêts	_	4761 - Diminution des créances
_	47612 - Diminution d'autres créances	_	4761 - Diminution des créances
_	4762 - Augmentation des dettes	_	476 - Différences de conversion - Actif
_	47621 - Augmentation d'emprunts et dettes assimilées	_	4762 - Augmentation des dettes
_	47622 - Augmentation d'autres dettes	_	4762 - Augmentation des dettes
_	4768 - Différences compensées par couverture de change	_	476 - Différences de conversion - Actif
_	477 - Différences de conversion - Passif	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4771 - Augmentation des créances	_	477 - Différences de conversion - Passif
_	47711 - Augmentation des prêts	_	4771 - Augmentation des créances
_	47712 - Augmentation d'autres créances	_	4771 - Augmentation des créances
_	4772 - Diminution des dettes 	_	477 - Différences de conversion - Passif
_	47721 - Diminution d'emprunts et dettes assimilées	_	4772 - Diminution des dettes 
_	47722 - Diminution d'autres dettes	_	4772 - Diminution des dettes 
_	4778 - Différences compensées par couverture de change	_	477 - Différences de conversion - Passif
_	478 - Autres comptes transitoires	_	47 - COMPTES TRANSITOIRES OU D'ATTENTE
_	4781 - Frais de poursuite rattachés	_	478 - Autres comptes transitoires
_	4784 - Arrondis sur déclaration de TVA	_	478 - Autres comptes transitoires
_	4788 - Autres comptes transitoires	_	478 - Autres comptes transitoires
_	48 - COMPTES DE RÉGULARISATION	_	4 - COMPTES DE TIERS
_	481 - Charges à répartir sur plusieurs exercices	_	48 - COMPTES DE RÉGULARISATION
_	4812 - Frais d'acquisition des immobilisations	_	481 - Charges à répartir sur plusieurs exercices
